Table,position,bucket,Time,Species ,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,,,,,,,,,,,,,
2,13,37,2,Copepod,6,6,5,4,4,5,4,6,6,6,6,7,4,7,6,5,,,,,,,,,,,,,,,,,
2,13,37,2,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,2,Mites ,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,2,Brittle stars,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,2,Amphipods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,2,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,2,Ostracod,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,2,Copepod,7,5,5,4,5,5,5,5,6,7,7,6,5,5,4,,,,,,,,,,,,,,,,,,
2,14,38,2,Gastropod,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,2,Amphipods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,2,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,2,Ostracod,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,2,Copepod,6,6,6,7,7,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,2,Gastropod,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,2,Amphipods,8,7,13,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,2,Nematodes,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,2,Ostracod,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,2,Copepod,5,5,5,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,2,Gastropod,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,2,Brittle stars,11,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,2,Amphipods,18,17,24,24,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,2,Nematodes,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,2,Ostracod,2,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,2,Copepod,4,5,4,6,5,5,6,5,6,7,5,6,7,6,4,6,4,4,3,3,,,,,,,,,,,,,
2,17,41,2,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,2,Isopods,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,2,Amphipods,15,7,4,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,2,Nematodes,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,2,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,2,Copepod,3,8,5,5,4,5,7,6,7,7,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,2,Gastropod,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,2,Amphipods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,2,Nematodes,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,2,Ostracod,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,2,Copepod,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,2,Gastropod,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,2,Amphipods,17,18,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,2,Nematodes,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,2,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,2,Copepod,7,15,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,2,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,2,Brittle stars,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,2,Amphipods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,2,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,2,Ostracod,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,2,Copepod,7,4,6,7,9,6,6,6,6,5,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,2,Gastropod,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,2,Amphipods,17,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,2,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,2,Ostracod,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,2,Copepod,7,4,5,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,2,Gastropod,2,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,2,Amphipods,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,2,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,2,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,2,Copepod,6,4,6,6,6,7,5,6,5,5,6,7,5,,,,,,,,,,,,,,,,,,,,
2,23,47,2,Gastropod,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,2,Isopods,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,2,Amphipods,21,7,14,11,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,2,Nematodes,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,2,Ostracod,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,2,Copepod,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,2,Gastropod,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,2,Amphipods,4,11,4,4,4,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,2,Nematodes,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,2,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,2,Copepod,6,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,2,Gastropod,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,2,Amphipods,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,2,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,2,Ostracod,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,2,Copepod,6,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,2,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,2,Mites ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,2,Amphipods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,2,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,2,Ostracod,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,2,Copepod,7,5,6,5,6,6,6,4,6,5,6,5,4,4,,,,,,,,,,,,,,,,,,,
3,3,51,2,Gastropod,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,2,Amphipods,4,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,2,Nematodes,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,2,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,2,Copepod,4,3,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,2,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,2,Amphipods,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,2,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,2,Ostracod,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,2,Copepod,4,5,5,4,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,2,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,2,Isopods,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,2,Amphipods,14,7,15,13,14,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,2,Nematodes,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,2,Ostracod,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,2,Copepod,7,5,4,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,2,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,2,Isopods,11,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,2,Amphipods,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,2,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,2,Ostracod,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,2,Copepod,5,6,6,6,5,7,6,5,5,5,6,4,,,,,,,,,,,,,,,,,,,,,
3,7,55,2,Gastropod,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,2,Amphipods,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,2,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,2,Ostracod,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,2,Copepod,5,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,2,Gastropod,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,2,Amphipods,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,2,Nematodes,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,2,Ostracod,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,2,Copepod,6,5,5,5,3,5,7,6,7,5,7,,,,,,,,,,,,,,,,,,,,,,
3,9,57,2,Gastropod,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,2,Amphipods,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,2,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,2,Ostracod,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,2,Copepod,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,2,Gastropod,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,2,Amphipods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,2,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,2,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,2,Copepod,5,5,5,5,6,6,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,2,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,2,Amphipods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,2,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,2,Ostracod,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,2,Copepod,6,7,6,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,2,Gastropod,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,2,Amphipods,4,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,2,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,2,Ostracod,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,2,Copepod,6,5,7,7,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,2,Gastropod,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,2,Isopods,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,2,Amphipods,7,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,2,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,2,Ostracod,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,2,Copepod,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,2,Gastropod,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,2,Amphipods,11,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,2,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,2,Ostracod,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,2,Copepod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,2,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,2,Amphipods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,2,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,2,Ostracod,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,2,Copepod,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,2,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,2,Isopods,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,2,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,2,Amphipods,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,2,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,2,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,2,Copepod,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,2,Gastropod,5,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,2,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,2,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,2,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,2,Brittle stars,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,2,Amphipods,11,9,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,2,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,2,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
